eQTL_id,gene,tissue,distance_tss,lead_variant,beta,permutation_p,bh_permutation_p,discovery,consequence,lead_variant_type,lead_sv,lead_sv_caviar_prob,lead_sv_caviar_rank,h_sv,h_b,h_cis,sv_h_frac,composite
ENSG00000102309.8|Esophagus_Mucosa,ENSG00000102309.8,Esophagus_Mucosa,-25686,LUMPY_DEL_174130,-1.00935,7.30139e-07,0.000174687461682243,SV,NONCODING,SV,LUMPY_DEL_174130,5.39689e-17,64,0.0635709,0.219103,0.282674,0.224891,3.43085e-18
ENSG00000102309.8|Skin_Sun_Exposed_Lower_leg,ENSG00000102309.8,Skin_Sun_Exposed_Lower_leg,-25686,LUMPY_DEL_174130,-0.660952,4.60819e-05,0.00770944567256098,SV,NONCODING,SV,LUMPY_DEL_174130,6.62462e-80,90,,,,,
ENSG00000102309.8|Thyroid,ENSG00000102309.8,Thyroid,-25686,LUMPY_DEL_174130,-0.674161,0.000212185,0.0204416994349315,SV,NONCODING,SV,LUMPY_DEL_174130,0.00236833,24,,,,,
ENSG00000102890.10|Cells_Transformed_fibroblasts,ENSG00000102890.10,Cells_Transformed_fibroblasts,20662,LUMPY_MEI_120734,0.709234,9.97094e-05,0.00672092929827586,SV,NONCODING,SV,LUMPY_MEI_120734,0.0100158,27,0.0798782,0.035203,0.115081,0.694103,0.000800044
ENSG00000103051.14|Cells_Transformed_fibroblasts,ENSG00000103051.14,Cells_Transformed_fibroblasts,-4139,LUMPY_MEI_120796,-0.293588,0.000469361,0.0242506629449339,SV,NONCODING,SV,LUMPY_MEI_120796,0.0178833,11,0.120971,0.1185,0.239471,0.505159,0.00216336
ENSG00000103051.14|Muscle_Skeletal,ENSG00000103051.14,Muscle_Skeletal,-4139,LUMPY_MEI_120796,-0.301058,4.86846e-05,0.00580649913636364,SV,NONCODING,SV,LUMPY_MEI_120796,0.0421819,7,0.15618,0.1682,0.32438,0.481472,0.00658797
ENSG00000103227.14|Muscle_Skeletal,ENSG00000103227.14,Muscle_Skeletal,-15375,LUMPY_DUP_178529,0.536555,0.000497922,0.0384262353921569,SV,NONCODING,SV,LUMPY_DUP_178529,0.000844872,95,0.0913206,0.366046,0.457367,0.199666,7.71542e-05
ENSG00000103249.13|Adipose_Subcutaneous,ENSG00000103249.13,Adipose_Subcutaneous,-24655,LUMPY_DEL_119288,-0.640529,2.42998e-08,8.1462042025e-06,SV,NONCODING,SV,LUMPY_DEL_119288,0.000850249,37,0.164177,0.174187,0.338364,0.485208,0.000139591
ENSG00000103249.13|Artery_Tibial,ENSG00000103249.13,Artery_Tibial,-24655,LUMPY_DEL_119288,-0.731791,0.000167435,0.0174832964853557,SV,NONCODING,SV,LUMPY_DEL_119288,8.85408e-05,36,0.03196,0.264002,0.295962,0.107987,2.82976e-06
ENSG00000103249.13|Esophagus_Mucosa,ENSG00000103249.13,Esophagus_Mucosa,-24655,LUMPY_DEL_119288,-0.548808,2.63972e-05,0.00390617526011561,SV,NONCODING,SV,LUMPY_DEL_119288,0.000637766,39,0.113355,0.175526,0.288881,0.392393,7.2294e-05
ENSG00000103249.13|Esophagus_Muscularis,ENSG00000103249.13,Esophagus_Muscularis,-24655,LUMPY_DEL_119288,-0.758729,2.73797e-07,8.26455856626506e-05,SV,NONCODING,SV,LUMPY_DEL_119288,0.000895079,6,0.142878,0.40169,0.544568,0.262369,0.000127887
ENSG00000103249.13|Heart_Left_Ventricle,ENSG00000103249.13,Heart_Left_Ventricle,-24655,LUMPY_DEL_119288,-0.759278,0.000267295,0.0492180596456693,SV,NONCODING,SV,LUMPY_DEL_119288,0.00119193,43,0.0208191,0.355624,0.376443,0.0553048,2.48149e-05
ENSG00000103249.13|Lung,ENSG00000103249.13,Lung,-24655,LUMPY_DEL_119288,-0.412061,0.000935197,0.0601225398613636,SV,NONCODING,SV,LUMPY_DEL_119288,0.00646974,36,0.0619945,0.7866,0.848594,0.0730555,0.000401088
ENSG00000103249.13|Nerve_Tibial,ENSG00000103249.13,Nerve_Tibial,-24655,LUMPY_DEL_119288,-0.776972,0.000243432,0.0330747330693069,SV,NONCODING,SV,LUMPY_DEL_119288,7.89892e-17,69,0.0685214,0.487999,0.55652,0.123125,5.41245e-18
ENSG00000103249.13|Skin_Sun_Exposed_Lower_leg,ENSG00000103249.13,Skin_Sun_Exposed_Lower_leg,-24655,LUMPY_DEL_119288,-0.683335,0.000216347,0.0259210158908297,SV,NONCODING,SV,LUMPY_DEL_119288,0.00879566,22,0.0708333,0.25335,0.324183,0.218498,0.000623026
ENSG00000103249.13|Thyroid,ENSG00000103249.13,Thyroid,-24655,LUMPY_DEL_119288,-0.621356,0.000555836,0.0443111064730878,SV,NONCODING,SV,LUMPY_DEL_119288,0.00281439,61,0.0928269,0.129654,0.222481,0.417235,0.000261251
ENSG00000103249.13|Whole_Blood,ENSG00000103249.13,Whole_Blood,-24655,LUMPY_DEL_119288,-0.538833,1.7021e-08,3.693557e-06,SV,NONCODING,SV,LUMPY_DEL_119288,8.90906e-05,32,0.162755,0.15539,0.318145,0.511575,1.44999e-05
ENSG00000103275.14|Esophagus_Muscularis,ENSG00000103275.14,Esophagus_Muscularis,-15583,LUMPY_DEL_119278,-0.465703,0.000359916,0.0366820511020408,SV,NONCODING,SV,LUMPY_DEL_119278,0.0421366,3,0.191552,0.191777,0.383329,0.499707,0.00807135
ENSG00000103356.11|Cells_Transformed_fibroblasts,ENSG00000103356.11,Cells_Transformed_fibroblasts,-35596,LUMPY_MEI_119879,0.247384,0.000754077,0.0353061560658683,SV,NONCODING,SV,LUMPY_MEI_119879,0.0182869,14,0.131532,0.210246,0.341778,0.384846,0.00240531
ENSG00000103404.10|Muscle_Skeletal,ENSG00000103404.10,Muscle_Skeletal,-111061,LUMPY_DEL_119863,0.239259,0.00130923,0.081489677617801,SV,NONCODING,SV,LUMPY_DEL_119863,0.0159953,9,0.0246136,0.162971,0.187585,0.131213,0.000393702
ENSG00000103540.12|Cells_Transformed_fibroblasts,ENSG00000103540.12,Cells_Transformed_fibroblasts,-28498,LUMPY_MEI_119792,-0.512776,7.09723e-05,0.00504484012454545,SV,NONCODING,SV,LUMPY_MEI_119792,0.000307861,36,0.116632,0.332248,0.44888,0.259829,3.59064e-05
ENSG00000103550.9|Esophagus_Mucosa,ENSG00000103550.9,Esophagus_Mucosa,219195,LUMPY_DEL_119798,0.566185,6.4285e-05,0.00806713725490196,SV,NONCODING,SV,LUMPY_DEL_119798,3.92216e-29,86,0.0856513,0.338369,0.42402,0.201998,3.35938e-30
ENSG00000103550.9|Esophagus_Muscularis,ENSG00000103550.9,Esophagus_Muscularis,219195,LUMPY_DEL_119798,0.866952,0.000272013,0.02940331,SV,NONCODING,SV,LUMPY_DEL_119798,3.6398e-12,101,0.102434,0.3512,0.453634,0.225808,3.72839e-13
ENSG00000103550.9|Lung,ENSG00000103550.9,Lung,219195,LUMPY_DEL_119798,0.82075,5.47348e-05,0.00611969678893281,SV,NONCODING,SV,LUMPY_DEL_119798,1.27884e-10,101,0.0735241,0.351128,0.424652,0.17314,9.40256e-12
ENSG00000103550.9|Muscle_Skeletal,ENSG00000103550.9,Muscle_Skeletal,219195,LUMPY_DEL_119798,0.790173,0.000178975,0.0165744887254902,SV,NONCODING,SV,LUMPY_DEL_119798,2.12615e-06,101,0.127223,0.144844,0.272067,0.467616,2.70495e-07
ENSG00000103642.7|Muscle_Skeletal,ENSG00000103642.7,Muscle_Skeletal,27743,LUMPY_BND_118096_1,0.332942,0.000456174,0.0356939161092715,SV,NONCODING,SV,LUMPY_BND_118096_1,0.00997718,31,0.00529169,0.565342,0.570634,0.00927336,5.27961e-05
ENSG00000103671.5|Artery_Aorta,ENSG00000103671.5,Artery_Aorta,163823,LUMPY_DEL_118129,0.848631,0.000552359,0.0659632932105263,SV,NONCODING,SV,LUMPY_DEL_118129,1.13398e-05,101,0.0412898,0.194472,0.235762,0.175134,4.68218e-07
ENSG00000103671.5|Cells_Transformed_fibroblasts,ENSG00000103671.5,Cells_Transformed_fibroblasts,163823,LUMPY_DEL_118129,0.784343,1.25847e-09,2.86601269805825e-07,SV,NONCODING,SV,LUMPY_DEL_118129,1.01462e-09,101,0.154716,0.125161,0.279877,0.5528,1.56978e-10
ENSG00000103852.8|Whole_Blood,ENSG00000103852.8,Whole_Blood,818277,GS_DEL_CNV_15_100609705_100612673,0.923349,9.42823e-05,0.00810930633418182,SV,NONCODING,SV,GS_DEL_CNV_15_100609705_100612673,0.121607,3,0.147425,0.262622,0.410047,0.359532,0.0179279
ENSG00000103942.8|Skin_Sun_Exposed_Lower_leg,ENSG00000103942.8,Skin_Sun_Exposed_Lower_leg,-96991,LUMPY_MEI_118658,0.349739,1.47174e-05,0.00301344256567164,SV,NONCODING,SV,LUMPY_MEI_118658,0.0892128,3,,,,,
ENSG00000104177.13|Whole_Blood,ENSG00000104177.13,Whole_Blood,79562,LUMPY_MEI_117708,0.579028,0.000226172,0.017157294875,SV,NONCODING,SV,LUMPY_MEI_117708,4.27911e-06,101,-0.0123992,0.233298,0.233299,4.28634e-06,0.0
ENSG00000104219.8|Nerve_Tibial,ENSG00000104219.8,Nerve_Tibial,845966,LUMPY_MEI_165401,-0.459693,0.000452005,0.0510077411934156,SV,NONCODING,SV,LUMPY_MEI_165401,0.442056,1,0.0584884,0.25458,0.313068,0.186823,0.0258551
ENSG00000104343.15|Whole_Blood,ENSG00000104343.15,Whole_Blood,5225,LUMPY_BND_166952_1,-0.240367,0.000729932,0.0440435755,SV,NONCODING,SV,LUMPY_BND_166952_1,0.0143498,20,0.086112,0.194032,0.280144,0.307385,0.00123569
ENSG00000104369.4|Cells_Transformed_fibroblasts,ENSG00000104369.4,Cells_Transformed_fibroblasts,899047,LUMPY_MEI_166994,-0.566817,0.00276305,0.0983923264188164,SV,NONCODING,SV,LUMPY_MEI_166994,0.00550473,31,0.026607,0.05331,0.079917,0.332933,0.000146464
ENSG00000104381.8|Thyroid,ENSG00000104381.8,Thyroid,643199,LUMPY_MEI_166988,-0.383119,0.000896448,0.065162735627907,SV,NONCODING,SV,LUMPY_MEI_166988,0.0385126,3,0.0459739,0.516744,0.562718,0.0816997,0.00177057
ENSG00000104442.5|Cells_Transformed_fibroblasts,ENSG00000104442.5,Cells_Transformed_fibroblasts,27831,LUMPY_DEL_166762,0.382412,0.000119761,0.00786900217647059,SV,NONCODING,SV,LUMPY_DEL_166762,0.00153361,101,0.0935103,0.123462,0.216972,0.430978,0.000143408
ENSG00000104518.6|Whole_Blood,ENSG00000104518.6,Whole_Blood,0,LUMPY_DEL_168969,0.525328,5.25558e-05,0.00493294578333333,SV,CODING,SV,LUMPY_DEL_168969,0.0166301,16,0.0798284,0.113191,0.193019,0.413577,0.00132755
ENSG00000104537.12|Esophagus_Muscularis,ENSG00000104537.12,Esophagus_Muscularis,-67214,LUMPY_BND_89121_1,-0.522551,0.00112959,0.0889774835962145,SV,NONCODING,SV,LUMPY_BND_89121_1,0.020352,9,0.0743286,0.266581,0.34091,0.21803,0.00151274
ENSG00000104626.10|Cells_Transformed_fibroblasts,ENSG00000104626.10,Cells_Transformed_fibroblasts,-781612,GS_MIXED_CNV_8_8073305_8078045,0.354324,2.17528e-08,4.01775928818898e-06,SV,NONCODING,SV,GS_MIXED_CNV_8_8073305_8078045,9.81969e-09,45,0.00671175,0.202293,0.209005,0.0321129,6.59073e-11
ENSG00000104714.9|Whole_Blood,ENSG00000104714.9,Whole_Blood,-88693,LUMPY_DEL_164777,-0.349993,0.00176484,0.0880670053164557,SV,NONCODING,SV,LUMPY_DEL_164777,2.15978e-08,66,0.0497813,0.31153,0.361311,0.13778,1.07517e-09
ENSG00000104738.12|Muscle_Skeletal,ENSG00000104738.12,Muscle_Skeletal,-992503,LUMPY_BND_166213_1,0.29857,0.00170943,0.0956592167061611,SV,NONCODING,SV,LUMPY_BND_166213_1,0.00404101,101,0.0940598,-0.005148,0.0940608,0.999989,0.000380097
ENSG00000104774.8|Cells_Transformed_fibroblasts,ENSG00000104774.8,Cells_Transformed_fibroblasts,-78626,LUMPY_DEL_126393,0.148615,0.00248559,0.0915298031868132,SV,NONCODING,SV,LUMPY_DEL_126393,0.00333156,65,0.070054,0.160506,0.23056,0.303843,0.000233389
ENSG00000104852.10|Thyroid,ENSG00000104852.10,Thyroid,856934,LUMPY_DEL_127389,0.369655,0.000821235,0.0607951625921053,SV,NONCODING,SV,LUMPY_DEL_127389,0.092309,1,0.0678965,0.174886,0.242783,0.27966,0.00626746
ENSG00000104892.12|Thyroid,ENSG00000104892.12,Thyroid,441969,LUMPY_DEL_127289,-0.595505,0.00012915,0.0141366484435798,SV,NONCODING,SV,LUMPY_DEL_127289,0.0505129,2,0.147215,0.266256,0.413471,0.356047,0.00743626
ENSG00000104946.6|Skin_Sun_Exposed_Lower_leg,ENSG00000104946.6,Skin_Sun_Exposed_Lower_leg,63855,LUMPY_DEL_127389,-0.300025,0.00100182,0.0880991517307692,SV,NONCODING,SV,LUMPY_DEL_127389,0.0889974,3,0.0767936,0.521488,0.598282,0.128357,0.00683443
ENSG00000105053.6|Cells_Transformed_fibroblasts,ENSG00000105053.6,Cells_Transformed_fibroblasts,-18979,GS_MIXED_CNV_19_50508218_50509417,1.20791,4.93491e-05,0.00369834453258786,SV,NONCODING,SV,GS_MIXED_CNV_19_50508218_50509417,0.68762,1,0.0885145,0.336779,0.425293,0.208126,0.0608643
ENSG00000105136.15|Adipose_Subcutaneous,ENSG00000105136.15,Adipose_Subcutaneous,31510,LUMPY_BND_189371_1,0.885424,0.000931538,0.0743539214940476,SV,NONCODING,SV,LUMPY_BND_189371_1,1.36501e-07,101,0.00816846,0.411884,0.420052,0.0194463,1.115e-09
ENSG00000105136.15|Lung,ENSG00000105136.15,Lung,31510,LUMPY_BND_189371_1,0.625667,0.000143419,0.0138460520580205,SV,NONCODING,SV,LUMPY_BND_189371_1,0.00428052,41,0.0432569,0.280554,0.323811,0.133587,0.000185162
ENSG00000105136.15|Muscle_Skeletal,ENSG00000105136.15,Muscle_Skeletal,31510,LUMPY_BND_189371_1,0.854911,0.000594835,0.0434892523993808,SV,NONCODING,SV,LUMPY_BND_189371_1,6.21075e-19,101,0.00589032,0.326037,0.331927,0.0177458,3.65833e-21
ENSG00000105136.15|Skin_Sun_Exposed_Lower_leg,ENSG00000105136.15,Skin_Sun_Exposed_Lower_leg,33096,LUMPY_DEL_127706,-0.763814,0.000773317,0.0750231317067138,SV,NONCODING,SV,LUMPY_DEL_127706,2.82868e-06,75,0.0664434,0.286034,0.352477,0.188504,1.87947e-07
ENSG00000105556.6|Lung,ENSG00000105556.6,Lung,5442,LUMPY_DEL_125960,-0.680571,1.00537e-05,0.00137385996086957,SV,NONCODING,SV,LUMPY_DEL_125960,0.00494496,21,0.0719006,0.337719,0.40962,0.17553,0.000355546
ENSG00000105649.5|Artery_Aorta,ENSG00000105649.5,Artery_Aorta,-297257,LUMPY_BND_126539_1,1.35408,0.00010914,0.0189168420833333,SV,NONCODING,SV,LUMPY_BND_126539_1,0.0634038,4,0.10315,0.467314,0.570464,0.180818,0.0065401
ENSG00000105700.6|Adipose_Subcutaneous,ENSG00000105700.6,Adipose_Subcutaneous,-6970,LUMPY_DEL_126555,-0.452531,0.000697977,0.060189855829582,SV,NONCODING,SV,LUMPY_DEL_126555,0.00290196,15,0.176718,0.357709,0.534427,0.330668,0.000512829
ENSG00000105708.8|Artery_Tibial,ENSG00000105708.8,Artery_Tibial,-4244,LUMPY_DEL_126581,-0.424792,4.9441e-06,0.000868908166197183,SV,NONCODING,SV,LUMPY_DEL_126581,0.0432008,8,0.146696,0.096284,0.24298,0.603737,0.00633738
ENSG00000105926.11|Cells_Transformed_fibroblasts,ENSG00000105926.11,Cells_Transformed_fibroblasts,65055,LUMPY_MEI_160972,-0.267174,6.49944e-05,0.00470141072584615,SV,NONCODING,SV,LUMPY_MEI_160972,0.00602471,37,-0.061699,0.601841,0.601842,1.66157e-06,0.0
ENSG00000105926.11|Lung,ENSG00000105926.11,Lung,65055,LUMPY_MEI_160972,0.564841,0.000344187,0.0268209853140496,SV,NONCODING,SV,LUMPY_MEI_160972,0.00044256,55,0.110167,0.538476,0.648643,0.169842,4.87555e-05
ENSG00000105983.15|Lung,ENSG00000105983.15,Lung,48075,LUMPY_DUP_183284,-0.466592,0.00101372,0.0635168313716814,SV,NONCODING,SV,LUMPY_DUP_183284,0.0995508,2,0.0879331,0.311301,0.399234,0.220254,0.00875381
ENSG00000106031.6|Cells_Transformed_fibroblasts,ENSG00000106031.6,Cells_Transformed_fibroblasts,974579,LUMPY_DEL_161075,-0.354344,0.00248545,0.0915298031868132,SV,NONCODING,SV,LUMPY_DEL_161075,0.0476748,6,0.0461569,0.207587,0.253744,0.181903,0.00220052
ENSG00000106034.13|Adipose_Subcutaneous,ENSG00000106034.13,Adipose_Subcutaneous,252385,LUMPY_MEI_163432,0.204507,0.0005237,0.0489376665505226,SV,NONCODING,SV,LUMPY_MEI_163432,0.0124377,23,0.101521,0.041477,0.142998,0.709947,0.00126269
ENSG00000106034.13|Cells_Transformed_fibroblasts,ENSG00000106034.13,Cells_Transformed_fibroblasts,252385,LUMPY_MEI_163432,0.307636,0.000211053,0.0128534029196891,SV,NONCODING,SV,LUMPY_MEI_163432,4.06681e-16,29,0.0918952,0.067326,0.159221,0.577154,3.7372e-17
ENSG00000106069.16|Artery_Tibial,ENSG00000106069.16,Artery_Tibial,507680,GS_DEL_CNV_7_29669570_29671538,-2.06655,0.000293985,0.028771332,SV,NONCODING,SV,GS_DEL_CNV_7_29669570_29671538,0.103058,4,0.091659,0.352526,0.444185,0.206353,0.00944619
ENSG00000106069.16|Esophagus_Mucosa,ENSG00000106069.16,Esophagus_Mucosa,624487,GS_DUP_CNV_7_29786377_29788736,1.73497,7.42569e-05,0.00905226971428571,SV,NONCODING,SV,GS_DUP_CNV_7_29786377_29788736,0.326986,1,0.131443,0.436376,0.567819,0.231487,0.04298
ENSG00000106069.16|Nerve_Tibial,ENSG00000106069.16,Nerve_Tibial,507680,GS_DEL_CNV_7_29669570_29671538,-2.13088,0.000144719,0.0212218418074866,SV,NONCODING,SV,GS_DEL_CNV_7_29669570_29671538,0.51351,1,0.142307,0.184791,0.327098,0.435059,0.0730761
ENSG00000106100.6|Artery_Aorta,ENSG00000106100.6,Artery_Aorta,17201,LUMPY_MEI_161148,0.590894,0.000706829,0.0794673198693694,SV,NONCODING,SV,LUMPY_MEI_161148,0.0197028,6,0.153052,0.147046,0.300098,0.510007,0.00301555
ENSG00000106153.12|Whole_Blood,ENSG00000106153.12,Whole_Blood,478221,LUMPY_MEI_161953,-0.329361,0.000193126,0.0151258585364238,SV,NONCODING,SV,LUMPY_MEI_161953,1.03231e-09,101,0.0125504,0.201857,0.214407,0.0585353,1.29559e-11
ENSG00000106330.7|Whole_Blood,ENSG00000106330.7,Whole_Blood,117861,LUMPY_DEL_162908,-0.790849,2.80074e-09,6.82947455876289e-07,SV,NONCODING,SV,LUMPY_DEL_162908,7.72035e-18,65,0.107244,0.246074,0.353318,0.303534,8.27961e-19
ENSG00000106397.7|Artery_Tibial,ENSG00000106397.7,Artery_Tibial,864478,LUMPY_DEL_162952,0.347622,0.000877516,0.0669703036574924,SV,NONCODING,SV,LUMPY_DEL_162952,0.00520613,23,0.0986737,0.302087,0.400761,0.246216,0.000513708
ENSG00000106565.13|Whole_Blood,ENSG00000106565.13,Whole_Blood,-35058,LUMPY_MEI_164299,-0.744541,1.29442e-08,2.91589678666667e-06,SV,NONCODING,SV,LUMPY_MEI_164299,1.15536e-31,32,0.159507,0.355602,0.515109,0.309657,1.84288e-32
ENSG00000106610.10|Lung,ENSG00000106610.10,Lung,-14347,GS_DEL_CNV_7_66755196_66756627,0.679905,0.000648984,0.0452912493103448,SV,NONCODING,SV,GS_DEL_CNV_7_66755196_66756627,7.43892e-12,101,0.250977,0.385505,0.636482,0.394319,1.867e-12
ENSG00000106610.10|Skin_Sun_Exposed_Lower_leg,ENSG00000106610.10,Skin_Sun_Exposed_Lower_leg,-14347,GS_DEL_CNV_7_66755196_66756627,0.969036,0.000427995,0.04697159526,SV,NONCODING,SV,GS_DEL_CNV_7_66755196_66756627,1.63357e-05,101,0.0495669,0.250731,0.300298,0.165059,8.0971e-07
ENSG00000106683.10|Whole_Blood,ENSG00000106683.10,Whole_Blood,52569,LUMPY_DEL_162264,0.451084,6.79454e-06,0.000791681057241379,SV,NONCODING,SV,LUMPY_DEL_162264,0.0062848,23,0.18759,-0.025056,0.187591,0.999995,0.00117897
ENSG00000106804.6|Nerve_Tibial,ENSG00000106804.6,Nerve_Tibial,27462,LUMPY_DEL_171662,-0.549654,0.000655082,0.0650857195797101,SV,NONCODING,SV,LUMPY_DEL_171662,1.74262e-14,8,0.195397,0.119705,0.315102,0.620107,3.40503e-15
ENSG00000107736.15|Artery_Tibial,ENSG00000107736.15,Artery_Tibial,99891,LUMPY_DEL_101650,-0.471224,0.000243039,0.0245369807096774,SV,NONCODING,SV,LUMPY_DEL_101650,0.0995893,1,0.0978609,0.228337,0.326198,0.300005,0.0097459
ENSG00000107771.11|Nerve_Tibial,ENSG00000107771.11,Nerve_Tibial,-712198,LUMPY_DEL_101959,0.504646,0.000331944,0.0408186922331839,SV,NONCODING,SV,LUMPY_DEL_101959,0.0283384,8,0.127114,0.219056,0.34617,0.367201,0.00360221
ENSG00000107779.7|Adipose_Subcutaneous,ENSG00000107779.7,Adipose_Subcutaneous,149787,LUMPY_MEI_102070,-0.297276,0.000664881,0.0580868964592834,SV,NONCODING,SV,LUMPY_MEI_102070,0.0713637,4,0.0306361,0.284268,0.314904,0.0972871,0.00218631
ENSG00000107779.7|Cells_Transformed_fibroblasts,ENSG00000107779.7,Cells_Transformed_fibroblasts,149787,LUMPY_MEI_102070,-0.553253,4.29196e-14,2.28810240272727e-11,SV,NONCODING,SV,LUMPY_MEI_102070,0.0209774,3,0.179704,0.235511,0.415215,0.432797,0.00376972
ENSG00000107779.7|Esophagus_Muscularis,ENSG00000107779.7,Esophagus_Muscularis,149787,LUMPY_MEI_102070,-0.307985,0.000361712,0.0367152383739837,SV,NONCODING,SV,LUMPY_MEI_102070,0.0328926,8,0.19091,0.106901,0.297811,0.641044,0.00627953
ENSG00000107779.7|Lung,ENSG00000107779.7,Lung,149787,LUMPY_MEI_102070,-0.281652,0.000106561,0.0108039104193548,SV,NONCODING,SV,LUMPY_MEI_102070,0.00469636,46,-0.0262974,0.423443,0.423444,2.36159e-06,0.0
ENSG00000107854.5|Cells_Transformed_fibroblasts,ENSG00000107854.5,Cells_Transformed_fibroblasts,75269,LUMPY_DEL_102209,-0.267969,3.88118e-05,0.00299476444934211,SV,NONCODING,SV,LUMPY_DEL_102209,0.000666266,96,0.120635,0.055907,0.176542,0.683322,8.0375e-05
ENSG00000108262.11|Thyroid,ENSG00000108262.11,Thyroid,288476,LUMPY_BND_122238_1,0.531768,0.000272369,0.0250392560098039,SV,NONCODING,SV,LUMPY_BND_122238_1,0.000863285,101,0.0490564,0.077857,0.126913,0.386534,4.23497e-05
ENSG00000108262.11|Whole_Blood,ENSG00000108262.11,Whole_Blood,288476,LUMPY_BND_122238_1,-0.271602,5.56321e-05,0.00514010180195312,SV,NONCODING,SV,LUMPY_BND_122238_1,0.00947095,33,0.0915545,0.018735,0.110289,0.830129,0.000867108
ENSG00000108264.12|Adipose_Subcutaneous,ENSG00000108264.12,Adipose_Subcutaneous,-8197,LUMPY_DEL_122412,0.653754,3.18836e-07,8.46620067722772e-05,SV,NONCODING,SV,LUMPY_DEL_122412,6.84227e-05,55,0.0117002,0.641977,0.653677,0.017899,8.00559e-07
ENSG00000108264.12|Artery_Aorta,ENSG00000108264.12,Artery_Aorta,-14604,LUMPY_BND_188529_1,0.932129,6.33089e-05,0.0119706578416667,SV,NONCODING,SV,LUMPY_BND_188529_1,5.77424e-05,62,0.0255898,0.245725,0.271315,0.0943177,1.47762e-06
ENSG00000108264.12|Artery_Tibial,ENSG00000108264.12,Artery_Tibial,-14604,LUMPY_BND_188529_1,1.11849,1.68225e-12,1.55489744444444e-09,SV,NONCODING,SV,LUMPY_BND_188529_1,8.58676e-07,57,0.153876,0.249901,0.403777,0.381092,1.3213e-07
ENSG00000108264.12|Cells_Transformed_fibroblasts,ENSG00000108264.12,Cells_Transformed_fibroblasts,-8197,LUMPY_DEL_122412,0.570791,1.16337e-05,0.00102206629550562,SV,NONCODING,SV,LUMPY_DEL_122412,0.000170779,70,0.0546828,0.229854,0.284537,0.192182,9.33867e-06
ENSG00000108264.12|Esophagus_Mucosa,ENSG00000108264.12,Esophagus_Mucosa,-14604,LUMPY_BND_188529_1,1.04311,4.7318e-06,0.000935487015384615,SV,NONCODING,SV,LUMPY_BND_188529_1,0.00329652,37,0.159845,0.086486,0.246331,0.648903,0.000526932
ENSG00000108264.12|Esophagus_Muscularis,ENSG00000108264.12,Esophagus_Muscularis,-14604,LUMPY_BND_188529_1,0.64889,2.3145e-05,0.00348150993975904,SV,NONCODING,SV,LUMPY_BND_188529_1,0.00226656,32,,,,,
ENSG00000108264.12|Lung,ENSG00000108264.12,Lung,-14604,LUMPY_BND_188529_1,0.832725,4.87028e-07,9.21100152e-05,SV,NONCODING,SV,LUMPY_BND_188529_1,0.00812647,18,0.0913003,0.24366,0.33496,0.272571,0.000741949
ENSG00000108264.12|Muscle_Skeletal,ENSG00000108264.12,Muscle_Skeletal,-14604,LUMPY_BND_188529_1,0.439946,0.001229,0.0776011631016043,SV,NONCODING,SV,LUMPY_BND_188529_1,0.00535517,49,0.0362149,0.208513,0.244728,0.14798,0.000193937
ENSG00000108264.12|Whole_Blood,ENSG00000108264.12,Whole_Blood,-8197,LUMPY_DEL_122412,0.419305,0.000485339,0.0315854624230769,SV,NONCODING,SV,LUMPY_DEL_122412,0.0028913,61,0.038698,0.442008,0.480706,0.0805024,0.000111888
ENSG00000108296.7|Esophagus_Muscularis,ENSG00000108296.7,Esophagus_Muscularis,-16827,LUMPY_DEL_122443,0.46211,0.00122098,0.092950825,SV,NONCODING,SV,LUMPY_DEL_122443,0.0017968,14,0.168018,0.275734,0.443752,0.37863,0.000301895
ENSG00000108296.7|Nerve_Tibial,ENSG00000108296.7,Nerve_Tibial,-16827,LUMPY_DEL_122443,0.455812,0.00095686,0.0871728070431894,SV,NONCODING,SV,LUMPY_DEL_122443,0.0276786,14,0.15142,0.319532,0.470952,0.321519,0.00419109
ENSG00000108439.5|Cells_Transformed_fibroblasts,ENSG00000108439.5,Cells_Transformed_fibroblasts,596931,LUMPY_BND_122660_1,-0.695849,0.000318795,0.0177624092992874,SV,NONCODING,SV,LUMPY_BND_122660_1,0.00178942,54,0.0767784,0.101687,0.178465,0.430214,0.000137389
ENSG00000108559.7|Muscle_Skeletal,ENSG00000108559.7,Muscle_Skeletal,143202,LUMPY_MEI_121692,-0.217855,0.00152703,0.0895694096774194,SV,NONCODING,SV,LUMPY_MEI_121692,0.00149935,97,-0.00813759,0.48224,0.482241,2.07365e-06,0.0
ENSG00000108622.6|Muscle_Skeletal,ENSG00000108622.6,Muscle_Skeletal,115202,LUMPY_DEL_123043,-0.370492,0.00148807,0.0880721129072682,SV,NONCODING,SV,LUMPY_DEL_123043,0.00845084,15,0.113131,0.048186,0.161317,0.701296,0.000956052
ENSG00000109171.10|Cells_Transformed_fibroblasts,ENSG00000109171.10,Cells_Transformed_fibroblasts,-51739,LUMPY_BND_58249_1,0.207934,0.000758259,0.0353607979383698,SV,NONCODING,SV,LUMPY_BND_58249_1,0.0119107,23,0.0777428,0.18179,0.259533,0.299549,0.000925971
